,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
220,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC#N,Acetonitrile,0.960799185,0.002649647,CC1=C(OC)C=C(C)C(Br)=C1.CC#N
221,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CO,Methanol,0.9763,0.0052,CC1=C(OC)C=C(C)C(Br)=C1.CO
222,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CCCCCCC,Heptane,-0.057247217,0.006773639,CC1=C(OC)C=C(C)C(Br)=C1.CCCCCCC
223,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CCO,Ethanol,0.727700863,0.029115005,CC1=C(OC)C=C(C)C(Br)=C1.CCO
224,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC1=CC=CC=C1,Toluene,0.25811622,0.031684227,CC1=C(OC)C=C(C)C(Br)=C1.CC1=CC=CC=C1
225,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.489999511,0.052571628,CC1=C(OC)C=C(C)C(Br)=C1.CC1CCCO1
226,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC(O)C,2-Propanol,0.43052719,0.087263411,CC1=C(OC)C=C(C)C(Br)=C1.CC(O)C
227,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.194460582,0.173290973,CC1=C(OC)C=C(C)C(Br)=C1.CC(C)(C)OC
228,Dibenzyl ether,CA6,103-50-4,198.0,C(OCc1ccccc1)c2ccccc2,CO,Methanol,0.4606,0.1663,C(OCc1ccccc1)c2ccccc2.CO
229,"1,5-Difluoro-2,4-dinitrobenzene",CA61,327-92-4,203.998263,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],CC(C)=O,Acetone,0.890880348,0.013721493,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-].CC(C)=O
230,"1,5-Difluoro-2,4-dinitrobenzene",CA61,327-92-4,203.998263,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-],CO,Methanol,0.6065,0.073,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-].CO
231,a-Methylbenzylamine,CA77,618-36-0,121.0891494,NC(C)C1=CC=CC=C1,CO,Methanol,0.6138,0.0384,NC(C)C1=CC=CC=C1.CO
232,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCO,Ethanol,0.318754956,0.011332017,N#CC1=CC(F)=CC(F)=C1.CCO
233,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.4731,0.0136,N#CC1=CC(F)=CC(F)=C1.CO
235,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.6629,0.0185,N#CC1=CC(F)=CC(F)=C1.CO
236,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC#N,Acetonitrile,0.668765512,0.018796994,N#CC1=CC(F)=CC(F)=C1.CC#N
237,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC(C)=O,Acetone,0.665838995,0.019001984,N#CC1=CC(F)=CC(F)=C1.CC(C)=O
238,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1=CC=CC=C1,Toluene,0.150300797,0.019703045,N#CC1=CC(F)=CC(F)=C1.CC1=CC=CC=C1
239,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.014446313,0.037336916,N#CC1=CC(F)=CC(F)=C1.CC(C)(C)OC
240,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.194506746,0.044968975,N#CC1=CC(F)=CC(F)=C1.CC1CCCO1
241,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC(C)=O,Acetone,0.908367224,0.054601941,N#CC1=CC(F)=CC(F)=C1.CC(C)=O
242,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCOC(C)=O,Etyl acetate,0.438461726,0.075705811,N#CC1=CC(F)=CC(F)=C1.CCOC(C)=O
243,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCCCCCC,Heptane,-0.086974815,0.083371207,N#CC1=CC(F)=CC(F)=C1.CCCCCCC
244,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC(O)C,2-Propanol,0.012857842,0.084687574,N#CC1=CC(F)=CC(F)=C1.CC(O)C
245,Tryptamine,CA80,61-54-1,160.1000484,NCCC1=CNC2=CC=CC=C12,CO,Methanol,0.9241,0.0124,NCCC1=CNC2=CC=CC=C12.CO
246,Tryptamine,CA80,61-54-1,160.1000484,NCCC1=CNC2=CC=CC=C12,CC#N,Acetonitrile,0.911163486,0.015101307,NCCC1=CNC2=CC=CC=C12.CC#N
247,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CO,Methanol,1.0,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CO
248,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC(C)=O,Acetone,0.986166973,0.003418504,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC(C)=O
249,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCO,Ethanol,0.976395259,0.007627189,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CCO
251,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC1=CC=CC=C1,Toluene,0.742687839,0.014373282,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC1=CC=CC=C1
252,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC#N,Acetonitrile,0.922179562,0.020525368,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC#N
253,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCCCC,Heptane,-0.058587812,0.031571676,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CCCCCCC
254,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC1CCCO1,2-Methly tetrahydrofurane,0.532942585,0.044407247,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC1CCCO1
255,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC(O)C,2-Propanol,0.839708915,0.056361973,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC(O)C
256,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCOC(C)=O,Etyl acetate,0.56923122,0.092181259,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CCOC(C)=O
257,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,-0.12249644,0.233649633,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC(C)(C)OC
259,5-Nitro-2-oxindole,CA95,20870-79-5,178.0378421,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1,CO,Methanol,0.7548,0.0653,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1.CO
260,"benzene-1,2,3-triol",CB 137,87-66-1,126.0,C1=CC(=C(C(=C1)O)O)O,CCOC(C)=O,Etyl acetate,0.353067219,0.134596266,C1=CC(=C(C(=C1)O)O)O.CCOC(C)=O
261,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9683,0.004,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
262,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CC#N,Acetonitrile,0.949492512,0.006879452,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CC#N
263,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CCOC(C)=O,Etyl acetate,0.534027808,0.038494385,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CCOC(C)=O
264,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CC(C)=O,Acetone,0.555683647,0.106793336,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CC(C)=O
265,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CO,Methanol,0.997,0.0003,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CO
266,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC(C)=O,Acetone,0.978215818,0.005222499,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC(C)=O
267,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CCO,Ethanol,0.969860171,0.005685894,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CCO
268,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC1=CC=CC=C1,Toluene,0.589248536,0.043681548,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC1=CC=CC=C1
269,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC(O)C,2-Propanol,0.830883054,0.050981879,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC(O)C
270,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC1CCCO1,2-Methly tetrahydrofurane,0.8862238,0.05406594,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC1CCCO1
271,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CCCCCCC,Heptane,-0.039144765,0.056836236,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CCCCCCC
272,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CCOC(C)=O,Etyl acetate,0.609396027,0.059553724,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CCOC(C)=O
273,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC(C)(C)OC,Methyl tert butyl ether,0.013567943,0.065781848,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC(C)(C)OC
274,Thymol blue,CB111,76-61-9,466.59,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,CO,Methanol,1.0,0.0,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21.CO
275,Thymol blue,CB111,76-61-9,466.59,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,CCOC(C)=O,Etyl acetate,0.868522048,0.03114502,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21.CCOC(C)=O
276,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CO,Methanol,0.9966,0.0006,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CO
277,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC(C)=O,Acetone,0.842404086,0.025439919,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CC(C)=O
278,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CCCCCCC,Heptane,-0.07302073,0.045992651,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CCCCCCC
279,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC1=CC=CC=C1,Toluene,0.412829762,0.082283461,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CC1=CC=CC=C1
280,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CO,Methanol,0.8781,0.0036,OC1CCCC2=C1C=CC=C2.CO
281,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CC#N,Acetonitrile,0.710567934,0.004361196,OC1CCCC2=C1C=CC=C2.CC#N
283,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.113794555,0.082901084,OC1CCCC2=C1C=CC=C2.CCCCCCC
284,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CC1=CC=CC=C1,Toluene,-0.061918879,0.089132807,OC1CCCC2=C1C=CC=C2.CC1=CC=CC=C1
285,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCOC(C)=O,Etyl acetate,0.342709144,0.10319782,OC1CCCC2=C1C=CC=C2.CCOC(C)=O
286,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CC(C)=O,Acetone,0.787563208,0.110221124,OC1CCCC2=C1C=CC=C2.CC(C)=O
287,"1,3,5-tribromobenzene",CB118,626-39-1,314.8,Brc1cc(Br)cc(Br)c1,CC1=CC=CC=C1,Toluene,0.439207451,0.014489381,Brc1cc(Br)cc(Br)c1.CC1=CC=CC=C1
288,"1,3,5-tribromobenzene",CB118,626-39-1,314.8,Brc1cc(Br)cc(Br)c1,CCCCCCC,Heptane,-0.009891134,0.023186209,Brc1cc(Br)cc(Br)c1.CCCCCCC
289,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CO,Methanol,0.82,0.0849,c1ccc(-c2nc3ccccc3[nH]2)cc1.CO
290,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CC(C)=O,Acetone,0.785165735,0.098469679,c1ccc(-c2nc3ccccc3[nH]2)cc1.CC(C)=O
291,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5029,0.0231,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO
292,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CC1=CC=CC=C1,Toluene,0.043548686,0.023395463,FC1=CC=C(F)C([N+]([O-])=O)=C1.CC1=CC=CC=C1
293,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CCCCCCC,Heptane,-0.114199702,0.030341015,FC1=CC=C(F)C([N+]([O-])=O)=C1.CCCCCCC
294,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5122,0.0407,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO
295,"1,4-dibromo-2,5-dimethoxybenzene",CB130,2674-34-2,293.8891037,COC1=C(Br)C=C(OC)C(Br)=C1,CO,Methanol,0.8963,0.0076,COC1=C(Br)C=C(OC)C(Br)=C1.CO
296,"1,4-dibromo-2,5-dimethoxybenzene",CB130,2674-34-2,293.8891037,COC1=C(Br)C=C(OC)C(Br)=C1,CC1=CC=CC=C1,Toluene,0.348760784,0.017233675,COC1=C(Br)C=C(OC)C(Br)=C1.CC1=CC=CC=C1
298,Triptycene,CB135,477-75-8,254.1095504,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5,CO,Methanol,1.0,0.0,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5.CO
300,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CC1CCCO1,2-Methly tetrahydrofurane,0.369464044,0.011966525,O=C1NC2=C(C=CC=C2F)C1=O.CC1CCCO1
301,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CCO,Ethanol,0.754466862,0.020515601,O=C1NC2=C(C=CC=C2F)C1=O.CCO
302,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CC(O)C,2-Propanol,0.39616988,0.0242402,O=C1NC2=C(C=CC=C2F)C1=O.CC(O)C
303,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CO,Methanol,0.6915,0.0901,O=C1NC2=C(C=CC=C2F)C1=O.CO
304,Flavanone,CB140,487-26-3,224.0837296,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,CC#N,Acetonitrile,0.940840242,0.002629894,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3.CC#N
305,Flavanone,CB140,487-26-3,224.0837296,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,CC1=CC=CC=C1,Toluene,0.507277613,0.015132611,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3.CC1=CC=CC=C1
306,Flavanone,CB140,487-26-3,224.0837296,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,CCCCCCC,Heptane,-0.17782598,0.093394126,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3.CCCCCCC
307,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CC#N,Acetonitrile,0.584239367,0.005197228,CC1=NC(N)=CC=C1Br.CC#N
309,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CO,Methanol,0.6441,0.0209,CC1=NC(N)=CC=C1Br.CO
310,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC(O)C,2-Propanol,-0.048178653,0.004571941,NC1=CC=CC(F)=C1.CC(O)C
311,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CCO,Ethanol,0.126280491,0.007299059,NC1=CC=CC(F)=C1.CCO
312,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC1=CC=CC=C1,Toluene,-0.14998089,0.027265062,NC1=CC=CC(F)=C1.CC1=CC=CC=C1
313,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CO,Methanol,0.3403,0.0322,NC1=CC=CC(F)=C1.CO
314,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.089165216,0.051528842,NC1=CC=CC(F)=C1.CC(C)(C)OC
315,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.067333507,0.052949669,NC1=CC=CC(F)=C1.CC1CCCO1
316,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CCCCCCC,Heptane,-0.085634956,0.077753971,NC1=CC=CC(F)=C1.CCCCCCC
317,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CO,Methanol,1.0,0.0,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CO
318,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC#N,Acetonitrile,0.993424938,0.002345749,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC#N
319,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(C)=O,Acetone,0.988889233,0.00484109,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC(C)=O
320,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(O)C,2-Propanol,0.81014939,0.030788085,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC(O)C
321,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(C)(C)OC,Methyl tert butyl ether,0.229003585,0.043710775,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC(C)(C)OC
322,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CCCCCCC,Heptane,0.007226313,0.067472734,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CCCCCCC
323,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC1CCCO1,2-Methly tetrahydrofurane,0.840361413,0.15971787,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC1CCCO1
324,2-bromo-6-nitrophenol,CB150,13073-25-1,216.9374551,OC1=C([N+]([O-])=O)C=CC=C1Br,CCO,Ethanol,0.242373974,0.007870439,OC1=C([N+]([O-])=O)C=CC=C1Br.CCO
325,2-bromo-6-nitrophenol,CB150,13073-25-1,216.9374551,OC1=C([N+]([O-])=O)C=CC=C1Br,CC(O)C,2-Propanol,0.003668519,0.015979501,OC1=C([N+]([O-])=O)C=CC=C1Br.CC(O)C
326,2-bromo-6-nitrophenol,CB150,13073-25-1,216.9374551,OC1=C([N+]([O-])=O)C=CC=C1Br,CC1CCCO1,2-Methly tetrahydrofurane,0.46414652,0.099706102,OC1=C([N+]([O-])=O)C=CC=C1Br.CC1CCCO1
327,Dimethoxybenzophenone,CB157,3555-84-8,242.27,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC,CC#N,Acetonitrile,0.895493892,0.001876191,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC.CC#N
328,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCCCCCC,Heptane,-0.101621079,0.007945486,COc1ncc(Br)cn1.CCCCCCC
329,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CC(C)=O,Acetone,0.169173329,0.063183658,COc1ncc(Br)cn1.CC(C)=O
330,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CO,Methanol,0.3537,0.1125,COc1ncc(Br)cn1.CO
331,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CO,Methanol,0.3449,0.1353,COc1ncc(Br)cn1.CO
332,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCOC(C)=O,Etyl acetate,0.00940587,0.155730886,COc1ncc(Br)cn1.CCOC(C)=O
333,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CO,Methanol,0.9492,0.0027,CC(C)(C)OC(=O)N1CCC(C1)O.CO
334,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CC(C)=O,Acetone,0.688224561,0.040890071,CC(C)(C)OC(=O)N1CCC(C1)O.CC(C)=O
335,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CCOC(C)=O,Etyl acetate,0.528304291,0.096774072,CC(C)(C)OC(=O)N1CCC(C1)O.CCOC(C)=O
336,SACCHARIN,CB2,81-07-2,183.0,O=C1N[S](=O)(=O)c2ccccc12,CO,Methanol,1.0,0.0,O=C1N[S](=O)(=O)c2ccccc12.CO
337,"1,2,4,5-Tetrakis(bromomethyl) benzene","CB31, CB41",15442-91-8,445.7515987,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1,CO,Methanol,0.9468,0.0339,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1.CO
