,Unnamed: 0,Unnamed: 0.1,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_pred
341,341,342,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CO,Methanol,0.2957,0.0163,Cc1ccc(I)cc1.CO,0.02194189828143739,0.3176418982814374
566,566,567,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC(C)=O,Acetone,0.978215818,0.005222499,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC(C)=O,0.021784181999999985,1.0
260,260,261,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CO,Methanol,0.7582,0.0318,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CO,0.021769162577751633,0.7799691625777516
499,499,500,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,CC(C)=O,Acetone,0.947852338,0.008653481,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.CC(C)=O,0.021658483483620983,0.969510821483621
979,979,982,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(C)(C)OC,Methyl tert butyl ether,0.229003585,0.043710775,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC(C)(C)OC,0.02155017425497241,0.2074534107450276
1104,1104,1107,1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,O=CN(C)C,Dimethyl formamide,0.504112543,0.012908003,CC(C1=CC=C(C=C1)Br)O.O=CN(C)C,0.02152569295151896,0.482586850048481
336,336,337,9-(2-Hydroxyethyl)anthracene,CA139,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CO,Methanol,0.9577,0.0039,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13.CO,0.02147681364190701,0.936223186358093
83,83,83,"PYROMELLITIC DIIMIDE, 97%",D24,2550-73-4,216.0,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12,CO,Methanol,0.9453,0.0037,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12.CO,0.021455440449791197,0.9667554404497912
900,900,903,2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CCCCCCC,Heptane,-0.120180207,0.073876231,C1=CC=C(C=C1)C(CBr)O.CCCCCCC,0.021344471709904195,-0.0988357352900958
92,92,92,5-Fluoroisatin,CC67,443-69-6,165.0226066,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.7799,0.0254,O=C1NC2=C(C=C(F)C=C2)C1=O.CO,0.021197742750432402,0.7587022572495676
928,928,931,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CCCCCCC,Heptane,-0.038735334,0.077546858,CC1=CC(Br)=C(Br)C=C1C.CCCCCCC,0.021180395683203103,-0.0175549383167969
925,925,928,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CCCCCCC,Heptane,-0.057247217,0.006773639,CC1=C(OC)C=C(C)C(Br)=C1.CCCCCCC,0.0211126702597825,-0.0361345467402175
721,721,724,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC#N,Acetonitrile,0.978906456,0.004108124,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CC#N,0.021093543999999964,1.0
218,218,219,"1-CHLORO-2-NITROBENZENE, 99%",D17,88-73-3,157.0,[O-][N+](=O)c1ccccc1Cl,CO,Methanol,0.4511,0.0813,[O-][N+](=O)c1ccccc1Cl.CO,0.021080008462477873,0.4721800084624779
1137,1137,1140,Fenbendazole,RB24,43210-67-9,299.0728477,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,O=CN(C)C,Dimethyl formamide,0.96583712,0.007846043,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O.O=CN(C)C,0.021051099381595995,0.944786020618404
128,128,128,"1-ADAMANTYLAMINE, 98%",CA4,768-94-5,151.0,NC12CC3CC(CC(C3)C1)C2,CO,Methanol,0.938,0.0118,NC12CC3CC(CC(C3)C1)C2.CO,0.020992787907747168,0.9170072120922528
822,822,825,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCO,Ethanol,0.774383,0.015280884,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCO,0.020824144688991075,0.7952071446889911
454,454,455,2-Methylanisole,CJ7,578-58-5,122.0,COC1=CC=CC=C1C,CCOC(C)=O,Etyl acetate,0.301500808,0.037414867,COC1=CC=CC=C1C.CCOC(C)=O,0.020690931620003017,0.280809876379997
906,906,909,2-Methylanisole,CJ7,578-58-5,122.0,COC1=CC=CC=C1C,CCCCCCC,Heptane,-0.054371142,0.032309066,COC1=CC=CC=C1C.CCCCCCC,0.020646051660351696,-0.0337250903396483
739,739,742,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CC(O)C,2-Propanol,0.252947972,0.020933874,C1CC2=CC=CC=C2C1O.CC(O)C,0.0206262570111016,0.2735742290111016
131,131,131,"2-NITROPHENOL, 98%",D18,88-75-5,139.0,Oc1ccccc1[N+]([O-])=O,CO,Methanol,0.3768,0.0238,Oc1ccccc1[N+]([O-])=O.CO,0.02060530828229845,0.3974053082822985
567,567,568,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC(C)=O,Acetone,0.988889233,0.00484109,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC(C)=O,0.020547797259377942,0.968341435740622
980,980,983,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.068420286,0.023909156,C=Cc1ccc(C(C)(C)C)cc1.CC(C)(C)OC,0.0205240982376338,0.0478961877623662
628,628,629,Oxolinic acid,RB41,14698-29-4,261.0637225,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O,CC#N,Acetonitrile,0.920651531,0.018078229,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O.CC#N,0.02033302830007966,0.9409845593000796
244,244,245,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8011,0.0048,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO,0.02001709729925938,0.8211170972992594
1068,1068,1071,"1,2,3,4-tetrahydro-1H-pyrido[3,4-b]indole",RSY8,16502-01-5,172.23,C1CNCC2=C1C3=CC=CC=C3N2,O=CN(C)C,Dimethyl formamide,0.783139409,0.006220765,C1CNCC2=C1C3=CC=CC=C3N2.O=CN(C)C,0.019979123139488797,0.7631602858605112
1165,1165,1168,"2,6-Di-tert-butyl-4-methylpyridine",Z146,38222-83-2,205.0,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C,O=CN(C)C,Dimethyl formamide,0.924311309,0.009042226,CC1=CC(=NC(=C1)C(C)(C)C)C(C)(C)C.O=CN(C)C,0.01985286178810397,0.944164170788104
1107,1107,1110,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,O=CN(C)C,Dimethyl formamide,0.988081693,0.001171701,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.O=CN(C)C,0.01984775639357461,0.9682339366064254
856,856,859,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CC1=CC=CC=C1,Toluene,0.423351594,0.062861848,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CC1=CC=CC=C1,0.019803532772386112,0.4035480612276139
1051,1051,1054,Sulfamethoxazole,AP38,723-46-6,253.0,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,O=CN(C)C,Dimethyl formamide,0.991570785,0.001308739,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1.O=CN(C)C,0.019540991868818747,0.9720297931311812
898,898,901,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.0525665,0.033663681,OC1CCC2=C1C=CC=C2.CCCCCCC,0.019521184591201793,-0.0720876845912018
130,130,130,(R)-(?)-2-Phenylbutyric acid,CA154,938-79-4,164.2,CC[C@@H](C(=O)O)c1ccccc1,CO,Methanol,0.9782,0.0004,CC[C@@H](C(=O)O)c1ccccc1.CO,0.01940949540021697,0.958790504599783
1133,1133,1136,atorvastatin,CE-A28,134523-00-5,558.6,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,O=CN(C)C,Dimethyl formamide,0.980604657,0.001758707,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.O=CN(C)C,0.01939534300000001,1.0
940,940,943,2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CC(C)(C)OC,Methyl tert butyl ether,0.016061246,0.047854878,CCC(C(=O)O)c1ccccc1.CC(C)(C)OC,0.0193693232552769,-0.0033080772552769
832,832,835,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CCO,Ethanol,0.830896548,0.027452522,C=Cc1ccc(C(C)(C)C)cc1.CCO,0.019325906071176013,0.811570641928824
826,826,829,Tebuconazole,RB40,107534-96-3,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CCO,Ethanol,0.98067669,0.005545908,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CCO,0.019323309999999982,1.0
969,969,972,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC(C)(C)OC,Methyl tert butyl ether,-0.021490239,0.065898976,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC(C)(C)OC,0.0189114703869639,-0.0025787686130361
301,301,302,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CO,Methanol,0.2756,0.0299,COC1=CC=C(Br)C=C1.CO,0.018907971700013404,0.2945079717000134
401,401,402,Sulfamethoxazole,AP38,723-46-6,253.0521122,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,CO,Methanol,0.9811,0.0049,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1.CO,0.018900000000000028,1.0
464,464,465,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCOC(C)=O,Etyl acetate,0.207042073,0.04133288,Cc1ccc(I)cc1.CCOC(C)=O,0.0188645553930617,0.1881775176069383
705,705,708,,Z189,51934-41-9,276.0,CCOC(=O)C1=CC=C(C=C1)I,CC#N,Acetonitrile,0.666913485,0.006802264,CCOC(=O)C1=CC=C(C=C1)I.CC#N,0.01851523854996051,0.6483982464500395
917,917,920,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCCCCCC,Heptane,-0.049960919,0.051770522,Cc1ccc(I)cc1.CCCCCCC,0.018461190275218996,-0.068422109275219
259,259,260,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CO,Methanol,0.9818,0.0132,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.CO,0.018199999999999994,1.0
381,381,382,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CO,Methanol,1.0,0.0,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CO,0.018089923541888986,0.981910076458111
1153,1153,1156,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,O=CN(C)C,Dimethyl formamide,0.981913108,0.002103364,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.O=CN(C)C,0.01808689200000002,1.0
620,620,621,Acetamiprid,AP44,135410-20-7,222.067224,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC#N,Acetonitrile,0.935391326,0.002597492,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CC#N,0.01784565050262299,0.917545675497377
629,629,630,Thiacloprid,AP45,111988-49-9,252.023645,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,CC#N,Acetonitrile,0.94255671,0.006621472,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl.CC#N,0.017668674283520813,0.9248880357164792
651,651,652,Ramipril,AP34,87333-19-5,416.5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,CC#N,Acetonitrile,0.982382691,0.008746889,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O.CC#N,0.017617309000000025,1.0
191,191,191,,Z9,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.7914,0.0338,OC1=C(O)C=C2C=CC=CC2=C1.CO,0.01735492277388484,0.7740450772261152
632,632,633,Phenacetin,CR14,62-44-2,179.2,CCOC1=CC=C(C=C1)NC(=O)C,CC#N,Acetonitrile,0.830517004,0.002460017,CCOC1=CC=C(C=C1)NC(=O)C.CC#N,0.017305427706698295,0.8132115762933017
434,434,435,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CCOC(C)=O,Etyl acetate,0.209761437,0.160613391,CN(C=O)C1=CC=CC=C1.CCOC(C)=O,0.01711399473845379,0.2268754317384538
176,176,176,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5029,0.0231,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO,0.016794236760763803,0.4861057632392362
630,630,631,4-Benzoylbenzoic acid,Z106,611-95-0,226.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CC#N,Acetonitrile,0.950207775,0.003106497,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CC#N,0.01676133308374006,0.96696910808374
303,303,304,,Z28,91-44-1,231.0,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1,CO,Methanol,0.9872,0.0037,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1.CO,0.016655315875418353,0.9705446841245816
614,614,615,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,CC#N,Acetonitrile,0.898539477,0.02762338,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.CC#N,0.016277631763712552,0.9148171087637126
455,455,456,Diclofenac sodium salt,AP33,15307-79-6,316.9986282,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,CCOC(C)=O,Etyl acetate,0.811449489,0.062142893,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O.CCOC(C)=O,0.01617062043980344,0.8276201094398035
1100,1100,1103,Methyl red sodium salt,CA189,845-10-3,291.098371,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O,O=CN(C)C,Dimethyl formamide,0.953547354,0.00844157,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O.O=CN(C)C,0.016101611532292393,0.9696489655322924
587,587,588,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CC#N,Acetonitrile,0.346599954,0.007479369,C1=CC=C(C=C1)N.CC#N,0.01598693034994536,0.3306130236500546
805,805,808,"4,5-dichlorophthalonitrile",CP8,139152-08-2,197.0,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CCO,Ethanol,0.594042465,0.020312752,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N.CCO,0.015908055993313797,0.5781344090066862
243,243,244,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,Methanol,0.8054,0.0252,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO,0.015717117460387287,0.8211171174603873
891,891,894,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CCCCCCC,Heptane,-0.136911,0.07088488,CN(C=O)C1=CC=CC=C1.CCCCCCC,0.0156906466096413,-0.1212203533903587
658,658,659,Rosuvastatin,CE-A13,287714-41-4,481.5,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CC#N,Acetonitrile,0.984423989,0.008081575,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.CC#N,0.015576010999999945,1.0
309,309,310,"1-Bromo-3,5-dimethoxybenzene",Z55,20469-65-2,217.0,COC1=CC(OC)=CC(Br)=C1,CO,Methanol,0.7704,0.0056,COC1=CC(OC)=CC(Br)=C1.CO,0.015461978019947087,0.7858619780199471
332,332,333,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CO,Methanol,0.8876,0.0242,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CO,0.015435551741884268,0.8721644482581157
157,157,157,trans-4-Cyclohexyl-L-proline hydrochloride,D44,90657-55-9,233.0,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1,CO,Methanol,0.9415,0.0947,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1.CO,0.015409068140063154,0.9569090681400632
727,727,730,p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CC(O)C,2-Propanol,0.101596645,0.016517083,NC1=CC=C(OC)C=C1.CC(O)C,0.015399354426309006,0.086197290573691
922,922,925,N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CCCCCCC,Heptane,-0.074069589,0.054501228,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CCCCCCC,0.015375869113781707,-0.0586937198862183
421,421,422,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CCOC(C)=O,Etyl acetate,0.24777306,0.162706861,Nc1ccc2[nH]ccc2c1.CCOC(C)=O,0.015065086125211402,0.2628381461252114
576,576,577,"1,3,5-tri(propan-2-yl)benzene",Z81,717-74-8,204.0,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CC(C)=O,Acetone,0.985124666,0.002027502,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C.CC(C)=O,0.014875333999999962,1.0
564,564,565,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CC(C)=O,Acetone,0.98512613,0.003859725,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CC(C)=O,0.014873869999999956,1.0
1145,1145,1148,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,O=CN(C)C,Dimethyl formamide,0.780629595,0.015117221,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.O=CN(C)C,0.014850430555711114,0.7954800255557111
542,542,543,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC(C)=O,Acetone,0.855509547,0.015603381,OC1=CC=CC=C1C2=CC=CC=C2.CC(C)=O,0.014779643953581667,0.8407299030464184
569,569,570,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)=O,Acetone,0.911430066,0.014534932,C=Cc1ccc(C(C)(C)C)cc1.CC(C)=O,0.0146969113508848,0.9261269773508848
38,38,38,SACCHARIN,CB2,81-07-2,183.0,O=C1N[S](=O)(=O)c2ccccc12,CO,Methanol,1.0,0.0,O=C1N[S](=O)(=O)c2ccccc12.CO,0.014633661056219216,0.9853663389437808
553,553,554,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)=O,Acetone,0.532008246,0.047775009,Cc1ccc(I)cc1.CC(C)=O,0.014590159346943965,0.517418086653056
708,708,711,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC#N,Acetonitrile,0.780018172,0.003749929,c1ccc2c(c1)Cc1ccccc1-2.CC#N,0.014445773029597042,0.794463945029597
996,996,999,CIPROFLOXACIN,AP40,85721-33-1,331.3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CC1CCCO1,2-Methly tetrahydrofurane,0.814741301,0.028179405,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.CC1CCCO1,0.01443591108220832,0.8003053899177917
876,876,879,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC1=CC=CC=C1,Toluene,0.25811622,0.031684227,CC1=C(OC)C=C(C)C(Br)=C1.CC1=CC=CC=C1,0.014379892694304286,0.2724961126943043
839,839,842,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CC1=CC=CC=C1,Toluene,-0.011247775,0.123399954,C1=CC=C(C=C1)C(CO)O.CC1=CC=CC=C1,0.014307461785218701,-0.0255552367852187
541,541,542,Diclofenac sodium salt,AP33,15307-79-6,316.9986282,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,CC(C)=O,Acetone,0.985744264,0.003430531,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O.CC(C)=O,0.014255735999999963,1.0
518,518,519,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CC(C)=O,Acetone,0.985942535,0.014212167,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CC(C)=O,0.014057465000000047,1.0
694,694,696,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CC#N,Acetonitrile,0.985963649,0.026926439,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.CC#N,0.014036351000000002,1.0
520,520,521,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CC(C)=O,Acetone,0.688224561,0.040890071,CC(C)(C)OC(=O)N1CCC(C1)O.CC(C)=O,0.013697785071088986,0.674526775928911
360,360,361,Di-p-tolylamine,D27,620-93-9,197.0,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,CO,Methanol,0.7659,0.047,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1.CO,0.01365208592811995,0.7522479140718801
1014,1014,1017,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CC1CCCO1,2-Methly tetrahydrofurane,0.088578478,0.014439854,C#Cc1ccccc1.CC1CCCO1,0.013491789570650004,0.10207026757065
693,693,695,Fenbendazole,RB24,43210-67-9,299.0728477,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,CC#N,Acetonitrile,0.986622742,0.002354671,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O.CC#N,0.013377258000000003,1.0
681,681,683,Dimethoxybenzophenone,CB157,3555-84-8,242.27,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC,CC#N,Acetonitrile,0.895493892,0.001876191,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC.CC#N,0.013267307040901066,0.8822265849590989
246,246,247,Menadione,AP28,58-27-5,172.0,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CO,Methanol,0.6691,0.0107,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CO,0.013253789502655322,0.6823537895026554
720,720,723,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CC#N,Acetonitrile,0.922179562,0.020525368,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CC#N,0.013218751969398479,0.9353983139693984
189,189,189,Piroxicam,RB38,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CO,Methanol,0.9869,0.0017,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CO,0.0131,1.0
60,60,60,4-Fluoroaniline,CJ64,371-40-4,111.0484274,NC1=CC=C(F)C=C1,CO,Methanol,0.2449,0.0473,NC1=CC=C(F)C=C1.CO,0.012913065629719167,0.2578130656297192
706,706,709,Tebuconazole,RB40,107534-96-3,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC#N,Acetonitrile,0.987163324,0.007349723,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CC#N,0.012836676000000047,1.0
